id,category,vulnerability_family,error_name,priority,severity,target_action,oracle_required,evidence_required,reward_trigger,reward_evidence,reward_control,reward_reproduce,reward_confirm,penalty_fp,penalty_duplicate,penalty_unsafe,safe_fixture,source_reference
SEC-157,input-data,sql-injection,SQL 인젝션 조건 분기 (예약 메모),상,1.0,정상 검색과 예약 메모 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-157,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-158,input-data,sql-injection,SQL 인젝션 조건 분기 (장바구니),상,1.0,정상 검색과 장바구니 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-158,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-159,input-data,sql-injection,SQL 인젝션 조건 분기 (결제 폼),상,1.0,정상 검색과 결제 폼 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-159,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-160,input-data,sql-injection,SQL 인젝션 조건 분기 (필터 파라미터),상,1.0,정상 검색과 필터 파라미터 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-160,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-161,input-data,sql-injection,SQL 인젝션 조건 분기 (로그인 폼),상,1.0,정상 검색과 로그인 폼 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-161,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-162,input-data,sql-injection,SQL 인젝션 조건 분기 (회원가입 폼),상,1.0,정상 검색과 회원가입 폼 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-162,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-163,input-data,sql-injection,SQL 인젝션 조건 분기 (주소 필드),상,1.0,정상 검색과 주소 필드 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-163,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-164,input-data,sql-injection,SQL 인젝션 조건 분기 (쿠폰 필드),상,1.0,정상 검색과 쿠폰 필드 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-164,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-165,input-data,sql-injection,SQL 인젝션 조건 분기 (정렬 파라미터),상,1.0,정상 검색과 정렬 파라미터 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-165,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-166,input-data,sql-injection,SQL 인젝션 조건 분기 (페이지네이션),상,1.0,정상 검색과 페이지네이션 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-166,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-167,input-data,sql-injection,SQL 인젝션 조건 분기 (파일명 필드),상,1.0,정상 검색과 파일명 필드 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-167,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-168,input-data,sql-injection,SQL 인젝션 조건 분기 (채팅 입력),상,1.0,정상 검색과 채팅 입력 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-168,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-169,input-data,sql-injection,SQL 인젝션 조건 분기 (공지사항),상,1.0,정상 검색과 공지사항 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-169,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-170,input-data,sql-injection,SQL 인젝션 조건 분기 (리뷰 입력),상,1.0,정상 검색과 리뷰 입력 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-170,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-171,input-data,sql-injection,SQL 인젝션 조건 분기 (태그 입력),상,1.0,정상 검색과 태그 입력 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-171,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-172,input-data,sql-injection,SQL 인젝션 조건 분기 (초대 메시지),상,1.0,정상 검색과 초대 메시지 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-172,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-173,input-data,sql-injection,SQL 인젝션 조건 분기 (배송 메모),상,1.0,정상 검색과 배송 메모 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-173,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-174,input-data,sql-injection,SQL 인젝션 조건 분기 (환불 사유),상,1.0,정상 검색과 환불 사유 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-174,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-175,input-data,sql-injection,SQL 인젝션 조건 분기 (검색 제안),상,1.0,정상 검색과 검색 제안 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-175,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-176,input-data,sql-injection,SQL 인젝션 조건 분기 (알림 제목),상,1.0,정상 검색과 알림 제목 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-176,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-177,input-data,sql-injection,SQL 인젝션 조건 분기 (캘린더 제목),상,1.0,정상 검색과 캘린더 제목 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-177,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-178,input-data,sql-injection,SQL 인젝션 조건 분기 (리포트 필터),상,1.0,정상 검색과 리포트 필터 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-178,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-179,input-data,sql-injection,SQL 인젝션 조건 분기 (CSV 업로드),상,1.0,정상 검색과 CSV 업로드 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-179,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-180,input-data,sql-injection,SQL 인젝션 조건 분기 (API query),상,1.0,정상 검색과 API query 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-180,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-181,input-data,system-info-disclosure,시스템 정보 노출 (검색창),상,1.0,검색창에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-181,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-182,input-data,system-info-disclosure,시스템 정보 노출 (프로필 소개),상,1.0,프로필 소개에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-182,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-183,input-data,system-info-disclosure,시스템 정보 노출 (문의 폼),상,1.0,문의 폼에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-183,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-184,input-data,system-info-disclosure,시스템 정보 노출 (상품명 필드),상,1.0,상품명 필드에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-184,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-185,input-data,system-info-disclosure,시스템 정보 노출 (파일 설명),상,1.0,파일 설명에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-185,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-186,input-data,system-info-disclosure,시스템 정보 노출 (댓글 입력),상,1.0,댓글 입력에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-186,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-187,input-data,system-info-disclosure,시스템 정보 노출 (예약 메모),상,1.0,예약 메모에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-187,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-188,input-data,system-info-disclosure,시스템 정보 노출 (장바구니),상,1.0,장바구니에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-188,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-189,input-data,system-info-disclosure,시스템 정보 노출 (결제 폼),상,1.0,결제 폼에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-189,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-190,input-data,system-info-disclosure,시스템 정보 노출 (필터 파라미터),상,1.0,필터 파라미터에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-190,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-191,input-data,system-info-disclosure,시스템 정보 노출 (로그인 폼),상,1.0,로그인 폼에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-191,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-192,input-data,system-info-disclosure,시스템 정보 노출 (회원가입 폼),상,1.0,회원가입 폼에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-192,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-193,input-data,system-info-disclosure,시스템 정보 노출 (주소 필드),상,1.0,주소 필드에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-193,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-194,input-data,system-info-disclosure,시스템 정보 노출 (쿠폰 필드),상,1.0,쿠폰 필드에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-194,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-195,input-data,system-info-disclosure,시스템 정보 노출 (정렬 파라미터),상,1.0,정렬 파라미터에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-195,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-196,input-data,system-info-disclosure,시스템 정보 노출 (페이지네이션),상,1.0,페이지네이션에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-196,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-197,input-data,system-info-disclosure,시스템 정보 노출 (파일명 필드),상,1.0,파일명 필드에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-197,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-198,input-data,system-info-disclosure,시스템 정보 노출 (채팅 입력),상,1.0,채팅 입력에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-198,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-199,input-data,system-info-disclosure,시스템 정보 노출 (공지사항),상,1.0,공지사항에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-199,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-200,input-data,system-info-disclosure,시스템 정보 노출 (리뷰 입력),상,1.0,리뷰 입력에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-200,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-201,input-data,system-info-disclosure,시스템 정보 노출 (태그 입력),상,1.0,태그 입력에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-201,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-202,input-data,system-info-disclosure,시스템 정보 노출 (초대 메시지),상,1.0,초대 메시지에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-202,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-203,input-data,system-info-disclosure,시스템 정보 노출 (배송 메모),상,1.0,배송 메모에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-203,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-204,input-data,system-info-disclosure,시스템 정보 노출 (환불 사유),상,1.0,환불 사유에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-204,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-205,input-data,system-info-disclosure,시스템 정보 노출 (검색 제안),상,1.0,검색 제안에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-205,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-206,input-data,system-info-disclosure,시스템 정보 노출 (알림 제목),상,1.0,알림 제목에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-206,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-207,input-data,system-info-disclosure,시스템 정보 노출 (캘린더 제목),상,1.0,캘린더 제목에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-207,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-208,input-data,system-info-disclosure,시스템 정보 노출 (리포트 필터),상,1.0,리포트 필터에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-208,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-209,input-data,system-info-disclosure,시스템 정보 노출 (CSV 업로드),상,1.0,CSV 업로드에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-209,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-210,input-data,system-info-disclosure,시스템 정보 노출 (API query),상,1.0,API query에 형식 오류 안전 입력 전송,stack trace SQL 또는 내부 경로가 노출되면 취약,request;status;response;secret_pattern,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-210,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-211,session-config,session-fixation,로그인 후 세션 ID 미회전 (검색창),상,1.0,검색창 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-211,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-212,session-config,session-fixation,로그인 후 세션 ID 미회전 (프로필 소개),상,1.0,프로필 소개 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-212,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-213,session-config,session-fixation,로그인 후 세션 ID 미회전 (문의 폼),상,1.0,문의 폼 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-213,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-214,session-config,session-fixation,로그인 후 세션 ID 미회전 (상품명 필드),상,1.0,상품명 필드 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-214,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-215,session-config,session-fixation,로그인 후 세션 ID 미회전 (파일 설명),상,1.0,파일 설명 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-215,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-216,session-config,session-fixation,로그인 후 세션 ID 미회전 (댓글 입력),상,1.0,댓글 입력 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-216,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-217,session-config,session-fixation,로그인 후 세션 ID 미회전 (예약 메모),상,1.0,예약 메모 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-217,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-218,session-config,session-fixation,로그인 후 세션 ID 미회전 (장바구니),상,1.0,장바구니 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-218,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-219,session-config,session-fixation,로그인 후 세션 ID 미회전 (결제 폼),상,1.0,결제 폼 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-219,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-220,session-config,session-fixation,로그인 후 세션 ID 미회전 (필터 파라미터),상,1.0,필터 파라미터 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-220,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-221,session-config,session-fixation,로그인 후 세션 ID 미회전 (로그인 폼),상,1.0,로그인 폼 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-221,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-222,session-config,session-fixation,로그인 후 세션 ID 미회전 (회원가입 폼),상,1.0,회원가입 폼 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-222,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-223,session-config,session-fixation,로그인 후 세션 ID 미회전 (주소 필드),상,1.0,주소 필드 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-223,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-224,session-config,session-fixation,로그인 후 세션 ID 미회전 (쿠폰 필드),상,1.0,쿠폰 필드 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-224,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-225,session-config,session-fixation,로그인 후 세션 ID 미회전 (정렬 파라미터),상,1.0,정렬 파라미터 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-225,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-226,session-config,session-fixation,로그인 후 세션 ID 미회전 (페이지네이션),상,1.0,페이지네이션 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-226,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-227,session-config,session-fixation,로그인 후 세션 ID 미회전 (파일명 필드),상,1.0,파일명 필드 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-227,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-228,session-config,session-fixation,로그인 후 세션 ID 미회전 (채팅 입력),상,1.0,채팅 입력 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-228,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-229,session-config,session-fixation,로그인 후 세션 ID 미회전 (공지사항),상,1.0,공지사항 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-229,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-230,session-config,session-fixation,로그인 후 세션 ID 미회전 (리뷰 입력),상,1.0,리뷰 입력 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-230,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-231,session-config,session-fixation,로그인 후 세션 ID 미회전 (태그 입력),상,1.0,태그 입력 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-231,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
SEC-232,session-config,session-fixation,로그인 후 세션 ID 미회전 (초대 메시지),상,1.0,초대 메시지 로그인 전후 session ID 비교,인증 후 session ID가 동일하면 취약,cookie_before;cookie_after;login_status,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-232,OWASP Top 10 2021 A02/A07; OWASP WSTG Authentication
